Date,Run ID,Study Name,Best Solution,Best Task ID,Total Cases Attempted,Total Cases Solved,Total Run Time (s),Quartile 1,Quartile 2,Quartile 3,Within 2%,Within 5%,Within 10%
2026-06-15T05:23:29Z,Nine-stream-Linnhoff-and-Ahmad-1999-1,,2905807.275299348,esm-187ea46995ce,1155,886,904.3725676250178,2947087.026205118,2954844.749379795,2969362.7969760075,46,68,70
