Date,Task ID,Name,Method,dTmin,min_dQ,Solve Time,ESM TAC,Stages,N Recovery Units,N CU Units,N HU Units,Total Annual Cost,Model Objective Value,Solver,Solver Status,Verification Failures
2026-06-15T05:23:29Z,esm-1462e56f3547,P-S4-Synheat-Iso-NLP,ESM,18.0,0.5,1.7893500328063965,2913910.7177232807,4,11,3,2,2913910.7177232807,2889726.9233779293,ipopt-pyomo,1,
2026-06-15T05:23:29Z,esm-187ea46995ce,P-S4-Synheat-Iso-NLP,ESM,18.0,1.7,4.404349088668823,2905807.275299348,4,11,3,3,2905807.275299348,2879016.640763994,ipopt-pyomo,1,
2026-06-15T05:23:29Z,esm-2d980d7a8aaa,P-S4-Synheat-Iso-NLP,ESM,18.0,2.1,0.714897871017456,2913909.172899047,4,11,3,2,2913909.172899047,2889852.820559526,ipopt-pyomo,1,
2026-06-15T05:23:29Z,esm-aedf96372f28,P-S4-Synheat-Iso-NLP,ESM,18.0,2.4,0.995103120803833,2918777.872083728,4,10,3,3,2918777.872083728,2894148.387889432,ipopt-pyomo,1,
2026-06-15T05:23:29Z,esm-68b498c28197,P-S3-Synheat-Iso-NLP,ESM,18.0,4.0,0.37524986267089844,2954844.749379795,3,11,3,2,2954844.749379795,2924392.9904229995,ipopt-pyomo,1,
2026-06-15T05:23:29Z,esm-957b081c7cc3,P-S3-Synheat-Iso-NLP,ESM,20.0,0.5,0.25320887565612793,3564528.3935105763,3,6,3,3,3564528.3935105763,4105148.144127192,ipopt-pyomo,1,
2026-06-15T05:23:29Z,esm-40f4686833ab,P-S3-Synheat-Iso-NLP,ESM,20.0,0.9,0.8794069290161133,2965414.0465841847,3,11,3,3,2965414.0465841847,3211335.016723744,ipopt-pyomo,1,
2026-06-15T05:23:29Z,esm-5408b6dbc3ca,P-S3-Synheat-Iso-NLP,ESM,20.0,1.3,0.4584939479827881,2974198.1014989438,3,5,3,4,2974198.1014989438,3223752.4377498864,ipopt-pyomo,1,
2026-06-15T05:23:29Z,esm-bea19e23f0b7,P-S3-Synheat-Iso-NLP,ESM,20.0,1.7,0.41868019104003906,2974879.4984781737,3,9,3,4,2974879.4984781737,3220209.203363073,ipopt-pyomo,1,
2026-06-15T05:23:29Z,esm-608b0871d51c,P-S3-Synheat-Iso-NLP,ESM,20.0,2.1,1.061182975769043,3032167.1080150744,3,10,3,2,3032167.1080150744,3191911.653424286,ipopt-pyomo,1,
2026-06-15T05:23:29Z,esm-2390b96f3f8a,P-S3-Synheat-Iso-NLP,ESM,20.0,2.4,0.6064841747283936,2921673.3381966366,3,10,3,3,2921673.3381966366,3215522.2895735167,ipopt-pyomo,1,
