Date,Run ID,Study Name,Best Solution,Best Task ID,Total Cases Attempted,Total Cases Solved,Total Run Time (s),Quartile 1,Quartile 2,Quartile 3,Within 2%,Within 5%,Within 10%
2026-06-15T05:08:24Z,Four-stream-Yee-and-Grossmann-1990-1,,154853.8518602861,esm-b520e740f0d6,1210,1210,254.52190629206598,154853.8601589499,159038.71986626228,163556.12518498677,37,64,100
